296 0 524422 0 0 0 0 0 264 0 
262149 0 524418 0 0 0 0 0 0 0 
2188 0 524416 0 0 0 0 0 0 0 
16901 0 524418 0 0 0 0 0 0 0 
65540 0 524418 0 0 0 0 0 0 0 
16453 0 524288 0 0 0 0 0 0 0 
16388 0 524418 0 0 0 0 0 0 0 
16645 0 524418 0 0 0 0 0 0 0 
257 2 557186 0 0 0 0 0 256 0 
257 3 557186 0 0 0 0 1 256 0 
16389 1 524418 0 0 0 0 0 0 0 
16389 0 524418 0 0 0 0 0 0 0 
16644 0 524418 0 0 0 0 0 0 0 
257 3 557186 0 0 0 0 0 256 0 
257 2 557186 0 0 0 0 1 256 0 
8197 39 557186 0 0 0 0 1 256 0 
257 6 557186 0 0 0 0 0 256 0 
257 4 557186 0 0 0 0 0 256 0 
257 5 557186 0 0 0 0 1 256 0 
49292 0 524416 0 0 0 0 0 0 0 
257 5 557186 0 0 0 0 0 256 0 
257 4 557186 0 0 0 0 1 256 0 
16389 64 557186 0 0 0 0 0 256 0 
257 14 557186 0 0 0 0 0 256 0 
257 15 557186 0 0 0 0 0 256 0 
257 14 557186 0 0 0 0 1 256 0 
257 13 557186 0 0 0 0 1 256 0 
1540 0 524418 0 0 0 0 0 192 0 
6284 0 524416 0 0 0 0 0 0 0 
8197 40 557186 0 0 0 0 0 256 0 
1796 0 524418 0 0 0 0 0 192 0 
1028 0 524418 0 0 0 0 0 192 0 
257 19 557186 0 0 0 0 1 256 0 
20484 0 524418 0 0 0 0 0 0 0 
256 0 524418 0 0 0 0 0 192 0 
516 0 524418 0 0 0 0 0 192 0 
772 0 524418 0 0 0 0 0 192 0 
16421 0 526336 0 0 0 0 0 0 0 
257 20 557186 0 0 0 0 0 256 0 
4236 0 524416 0 0 0 0 0 0 0 
257 21 557186 0 0 0 0 0 256 0 
257 20 557186 0 0 0 0 1 256 0 
16421 1 525504 0 0 0 0 0 0 0 
38916 0 524418 0 0 0 0 0 0 0 
16421 1 525506 0 0 0 0 0 0 0 
8197 60 557186 0 0 0 0 0 256 0 
2052 0 524418 0 0 0 0 0 192 0 
8197 59 557186 0 0 0 0 1 256 0 
2308 0 524418 0 0 0 0 0 192 0 
59532 0 524416 0 0 0 0 0 0 0 
16421 0 524416 0 0 0 0 0 0 0 
10380 0 524416 0 0 0 0 0 0 0 
8197 0 524288 0 0 0 0 0 0 0 
24580 0 524418 0 0 0 0 0 0 0 
8197 6 557186 0 0 0 0 0 256 0 
24836 0 524418 0 0 0 0 0 0 0 
24581 0 524418 0 0 0 0 0 0 0 
2220 0 524418 0 0 0 0 0 0 0 
8324 0 524418 0 0 0 0 0 0 0 
8261 0 524418 0 0 0 0 0 0 0 
8197 5 557186 0 0 0 0 0 256 0 
